NM_URNA_CANDIDATO,SG_PARTIDO,SG_UF,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
EDILEUZA RODRIGUES,PMN,RR,55.0,FEMININO,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,33333
CARLOS NETO,PP,PE,29.0,MASCULINO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,11811
HAISSA SIQUEIRA,PL,MG,36.0,FEMININO,ENSINO MÉDIO COMPLETO,GERENTE,N,NÃO DIVULGÁVEL,22013
HÉLIO GOMES,PTB,MS,63.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,14123
ENFERMEIRO GUSTAVO ARANTES,PMB,MG,40.0,MASCULINO,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,35123
CAROLINA ANGELELLI,PSD,SP,43.0,FEMININO,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,55212
ANA CRISTINA,AGIR,PB,41.0,FEMININO,SUPERIOR INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,36233
MAICON DO POVO,PATRIOTA,GO,40.0,MASCULINO,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51300
VILMAR BIBA,PATRIOTA,GO,43.0,MASCULINO,ENSINO MÉDIO COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,51000
HELENA GOMES,PSC,SP,65.0,FEMININO,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,20422
LUZIENE FONTES,PL,ES,46.0,FEMININO,ENSINO MÉDIO COMPLETO,"SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF",N,NÃO DIVULGÁVEL,22002
NEA MARIOZZ,SOLIDARIEDADE,RJ,63.0,FEMININO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77722
JACQUELINE BELICO,UNIÃO,MG,48.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44001
JULIO KAMINSKI,PP,SC,58.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,11800
LUCAS LASMAR,REDE,MG,32.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,18900
GLEYCE GOMES,PL,AL,33.0,FEMININO,SUPERIOR COMPLETO,PSICÓLOGO,N,NÃO DIVULGÁVEL,22333
LÉO VISÃO,AVANTE,BA,39.0,MASCULINO,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,70888
IRMÃO ARI,PSC,AM,55.0,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,20001
MARCELO BARROS,PDT,PE,44.0,MASCULINO,ENSINO MÉDIO COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,12012
CESAR DAFLON,PODE,RJ,71.0,MASCULINO,ENSINO MÉDIO COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,19551
PROFESSOR EURICO ROCHA,PP,MT,44.0,MASCULINO,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,11153
RILDO OLIVEIRA,PP,AP,54.0,MASCULINO,SUPERIOR COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,11555
CARLA ROVENE MUSA DA BIKE,REPUBLICANOS,PA,29.0,FEMININO,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10156
DR ANTONIO MÉDICO,PRTB,PE,38.0,MASCULINO,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,28288
ZITTO,PMB,PE,62.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,35100
DINA,PSOL,AC,67.0,FEMININO,SUPERIOR COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,50333
ENGENHEIRO EDSON MENDES,PL,MT,41.0,MASCULINO,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,22321
LEO FERREIRA,REPUBLICANOS,PE,42.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,10555
EDMILSON VAZ,MDB,MA,48.0,MASCULINO,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,15234
GERALDO DE CASTRO SOUZA,SOLIDARIEDADE,MG,56.0,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77555
CARLOS MORAIS,PC do B,PE,38.0,MASCULINO,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,65001
DALVA MATOS,PMB,MA,64.0,FEMININO,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,35123
DIKA XIQUE XIQUE,PODE,SP,47.0,MASCULINO,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,19456
ELIEZER GIRARD,PSC,PA,50.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,20300
RAIMUNDO FERNANDES,PSDB,RN,80.0,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,45333
JOAQUIM,PSD,PE,49.0,MASCULINO,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,55555
PAULO CADILACK,PMB,RO,56.0,MASCULINO,SUPERIOR INCOMPLETO,AGRICULTOR,S,NÃO DIVULGÁVEL,35678
CESAR SARMENTO,PSD,PA,47.0,MASCULINO,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,55111
ANA CUNHA,PSDB,PA,57.0,FEMININO,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,45130
VERA FARIA,PT,SP,60.0,FEMININO,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,13331
GEORGE,PMB,PE,58.0,MASCULINO,ENSINO MÉDIO COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,35111
